threshold,recall,precision,f1,roc_auc,avg_precision,tn,fp,fn,tp,fpr,predicted_positive,model,n_models
0.1027164977777452,1.0,0.0821917808219178,0.1518987341772152,0.8778453273010038,0.33172584220990325,549,737,0,66,0.573094867807154,803,XGBoost+XGBoost_SMOTE+RandomForest+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,7
0.05867626885745357,1.0,0.0821917808219178,0.1518987341772152,0.8770912861115039,0.32904655995182525,549,737,0,66,0.573094867807154,803,XGBoost+LightGBM+XGBoost_SMOTE+LogisticRegression+AdaBoost_SMOTE,5
0.06242183165535927,1.0,0.0821917808219178,0.1518987341772152,0.8761722984118008,0.3297305288242617,549,737,0,66,0.573094867807154,803,LightGBM+XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE,5
0.0775255106030178,1.0,0.0821917808219178,0.1518987341772152,0.8734624628870352,0.3097272804818225,549,737,0,66,0.573094867807154,803,XGBoost_SMOTE+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE,4
0.17389666688325345,1.0,0.0821917808219178,0.1518987341772152,0.8728026768462227,0.3091057945827235,549,737,0,66,0.573094867807154,803,XGBoost_SMOTE+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,4
0.0536848597127994,1.0,0.08208955223880597,0.15172413793103448,0.8774211791319102,0.32660608626215293,548,738,0,66,0.5738724727838258,804,LightGBM+XGBoost_SMOTE+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE,6
0.11579488095430986,1.0,0.08198757763975155,0.1515499425947187,0.8788703520429804,0.34102602688475947,547,739,0,66,0.5746500777604977,805,LightGBM+RandomForest+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,6
0.10160208127188113,1.0,0.08198757763975155,0.1515499425947187,0.8777628540459023,0.33737502281139964,547,739,0,66,0.5746500777604977,805,XGBoost+LightGBM+XGBoost_SMOTE+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,7
0.13826404025338154,1.0,0.08198757763975155,0.1515499425947187,0.8770912861115039,0.32917466044087945,547,739,0,66,0.5746500777604977,805,RandomForest+ExtraTrees+LogisticRegression+AdaBoost_SMOTE+EasyEnsemble,5
0.0611972667995212,1.0,0.08198757763975155,0.1515499425947187,0.875748150242707,0.32290256787365695,547,739,0,66,0.5746500777604977,805,XGBoost+RandomForest+LogisticRegression+GradientBoosting_SMOTE+AdaBoost_SMOTE,5
